CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,SD01_01,SD02,SD15,SD14_02,SD16,SD17_01,SD18,SD19,SD20,SD21_01,SD21_02,SD21_03,SD22_01,SD22_02,SD22_03,SD22_04,SD22_05,SD22_06,SD22_07,SD22_08,SD22_09,PS17_01,PS17_02,PS17_03,PS16,PS15,PS14,PS13,PS22,PS11,PS10,PS04_01,PS19_01,PS19_02,PS03,PS18,KO01_01,KO01_02,KO01_03,KO01_04,KO01_05,F008_01,F008_02,F008_03,F008_04,F008_05,F008_06,F008_07,F008_08,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP04_01,PP04_02,PP04_03,PP04_04,PP08_01,PP08_02,PP08_03,LG01_01,LG01_02,LG01_03,LG01_04,LG01_05,LG01_06,LG01_07,LG01_08,LG01_09,LG16_01,LG16_02,LG16_03,LG16_04,LG16_05,LG16_06,LG16_07,LG16_08,LG16_09,LG16_10,LG16_11,LG18_01,LG18_02,LG18_03,LG18_04,LG18_05,LG18_06,LG18_07,LG18_08,LG18_09,LG18_10,LG18_11,LG18_12,LG18_13,LG18_14,LG18_15,LG17_01,LG17_02,LG17_03,LG17_04,LG17_05,LG17_06,LG17_07,LG17_08,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,TP03_01,TP03_02,TP03_03,TP03_04,CV26_01,CV27_01,CV27_02,CV27_03,CV27_04,CV27_05,EP01,EP01_01,EP01_02,EP01_03,EP01_04,EP01_05,EP01_06,EP01_07,EP01_08,EP01_09,EP01_10,EP01_11,EP01_12,EP01_13,EP01_14,EP01_15,EP01_16,EP02_01,EP02_02,EP02_03,EP02_04,EP02_05,EP02_06,EP02_07,EP02_08,EP02_09,EP02_11,EP02_12,EP03_01,EP03_02,EP03_03,EP03_04,EP03_05,EP03_06,EP03_07,EP04_01,EP04_02,EP04_03,EP04_04,EP05_01,EP05_02,EP05_03,EP05_04,EP05_05,EP05_06,EP06_01,EP06_02,EP06_03,EP06_04,BP01_01,BP01_02,BP01_03,BP01_04,BP01_05,BP01_06,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME
372,,,base,interview,2022-01-25 09:31:09,24,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,keiner dieser Schichten,keiner dieser Schichten,7.0,5.0,6.0,Trifft eher zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher nicht zu,Trifft überhaupt nicht zu,Trifft eher nicht zu,Trifft eher nicht zu,Trifft voll und ganz zu,Weder noch,,,,,IP,DE,WiSe 2017/18,DE,Vertiefungspraktikum B,ja,49,12.0,14,"BMHS (z. B. HTL, HAK, ...)",Dezember 2021,5.0,5.0,3.0,4.0,5.0,4.0,trifft zu,3.0,trifft zu,trifft zu,trifft zu,,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,5.0,5.0,5.0,4.0,5.0,5.0,sehr häufig,4.0,4.0,sehr häufig,5.0,sehr häufig,sehr häufig,5.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,5.0,5.0,3.0,nie,4.0,3.0,5.0,4.0,5.0,nie,4.0,nie,3.0,5.0,3.0,5.0,5.0,sehr häufig,5.0,sehr häufig,5.0,sehr häufig,5.0,3.0,trifft voll und ganz zu,3.0,4.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,4.0,trifft voll und ganz zu,5.0,5.0,4.0,5.0,,,,,,,4.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,sehr häufig,5.0,sehr häufig,4.0,5.0,5.0,5.0,4.0,5.0,sehr häufig,5.0,5.0,5.0,2.0,2.0,sehr häufig,sehr häufig,5.0,,,,,,,,,,,,,,,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,41.0,79.0,19.0,42.0,12.0,90.0,86.0,50.0,68.0,53.0,107.0,70.0,105.0,50.0,136.0,29.0,74.0,61.0,,,1176.0,,2022-01-25 09:50:45,abgebrochen,Teilnehmer,20.0,20.0,5.0,3.0,,1.0
285,,,base,interview,2022-01-24 16:08:07,22,weiblich,bei meinen Eltern.,0,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der oberen Mittelschicht,6.0,7.0,7.0,Trifft eher nicht zu,Weder noch,Trifft überhaupt nicht zu,Weder noch,Trifft eher nicht zu,Trifft eher zu,Trifft eher zu,Trifft voll und ganz zu,Trifft eher nicht zu,äußerst wichtig,äußerst wichtig,,,EH,DE,WiSe 2019/20,DE,Fachpraktikum B,ja,40,19.0,5,Polytechnische Schule,Jänner 2022,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,trifft zu,trifft zu,5.0,trifft zu,trifft zu,trifft voll und ganz zu,5.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,2.0,4.0,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,5.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,sehr häufig,5.0,sehr häufig,4.0,4.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,4.0,sehr häufig,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,sehr häufig,5.0,5.0,5.0,nie,5.0,5.0,sehr häufig,5.0,5.0,3.0,sehr häufig,sehr häufig,5.0,trifft voll und ganz zu,5.0,4.0,5.0,5.0,4.0,trifft voll und ganz zu,5.0,3.0,4.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,,,,,,,3.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,sehr häufig,sehr häufig,5.0,5.0,sehr häufig,sehr häufig,5.0,5.0,sehr häufig,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,5.0,4.0,trifft voll und ganz zu,5.0,10.0,24.0,76.0,36.0,52.0,13.0,74.0,139.0,55.0,71.0,97.0,59.0,87.0,112.0,52.0,94.0,29.0,48.0,0.0,,,1128.0,,2022-01-24 16:26:55,abgebrochen,Teilnehmer,20.0,20.0,2.0,1.0,,27.0
147,,,base,interview,2022-01-24 12:09:03,21,weiblich,bei meinen Eltern.,0,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,6.0,7.0,8.0,Weder noch,Trifft eher zu,Weder noch,Trifft eher nicht zu,Weder noch,Weder noch,Weder noch,Trifft voll und ganz zu,Trifft eher zu,äußerst wichtig,äußerst wichtig,,,GW,GS,WiSe 2020/21,GS,Fachpraktikum A,ja,51,13.0,6,"BMHS (z. B. HTL, HAK, ...)",November 2021,4.0,5.0,5.0,trifft voll zu,5.0,trifft zu,trifft zu,5.0,4.0,3.0,5.0,trifft zu,4.0,3.0,4.0,4.0,5.0,4.0,5.0,trifft voll und ganz zu,4.0,4.0,3.0,5.0,trifft voll zu,3.0,trifft voll zu,sehr häufig,5.0,2.0,nie,2.0,2.0,nie,5.0,4.0,sehr häufig,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,3.0,,5.0,sehr häufig,sehr häufig,,,,,,,,sehr häufig,,,,,,,,,,,,,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,3.0,ausgewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,3.0,2.0,4.0,3.0,4.0,12.0,12.0,9.0,29.0,9.0,33.0,80.0,38.0,59.0,43.0,56.0,52.0,9.0,15.0,10.0,29.0,3.0,3.0,2.0,,507.0,,2022-01-24 12:17:30,abgebrochen,Teilnehmer,21.0,21.0,45.0,43.0,,129.0
110,,,base,interview,2022-01-24 11:14:12,25,männlich,andere Lebensform.,0,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,5.0,5.0,5.0,Trifft überhaupt nicht zu,Trifft eher zu,Weder noch,Weder noch,Trifft überhaupt nicht zu,Trifft voll und ganz zu,Trifft eher zu,Trifft voll und ganz zu,Trifft eher nicht zu,6.0,6.0,,Kein Erweiterungsfach,BSP,CH,WiSe 2021/22,MA,Einführungspraktikum A,ja,20,3.0,17,MS,Oktober 2021,trifft voll zu,trifft voll zu,3.0,,5.0,trifft zu,trifft zu,trifft zu,,trifft zu,trifft zu,trifft zu,,5.0,4.0,trifft voll und ganz zu,,trifft voll und ganz zu,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,3.0,,,nie,5.0,nie,,sehr häufig,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft voll und ganz zu,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,,,,,,,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,,,,952.0,51.0,278.0,349.0,117.0,31.0,2056.0,382.0,56.0,72.0,85.0,1348.0,96.0,20.0,7.0,71.0,28.0,16.0,1.0,4.0,,793.0,,2022-01-24 12:54:32,abgebrochen,Teilnehmer,21.0,21.0,54.0,52.0,,77.0
322,,,base,interview,2022-01-24 18:38:06,20,männlich,bei meinen Eltern.,0,nicht erwerbstätig.,0,Deutsch,der oberen Mittelschicht,der Arbeiterschicht,7.0,6.0,8.0,Trifft eher nicht zu,Trifft voll und ganz zu,Trifft eher zu,Trifft eher nicht zu,Weder noch,Trifft voll und ganz zu,Weder noch,Weder noch,Trifft eher nicht zu,äußerst wichtig,äußerst wichtig,,,GW,GS,WiSe 2021/22,MA,Einführungspraktikum A,ja,20,20.0,0,MS,November 2021,5.0,trifft voll zu,trifft voll zu,5.0,5.0,trifft nicht zu,4.0,3.0,trifft zu,trifft zu,trifft zu,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,trifft voll und ganz zu,5.0,trifft gar nicht zu,5.0,trifft voll zu,trifft voll zu,trifft voll zu,,sehr häufig,3.0,5.0,5.0,,5.0,sehr häufig,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,,,,,,,5.0,3.0,4.0,5.0,,,,,,,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,2.0,3.0,3.0,3.0,4.0,sehr häufig,sehr häufig,4.0,5.0,5.0,5.0,,,,,,,,,,,,4.0,4.0,5.0,,,,,,,,,,,,,,3.0,22.0,40.0,34.0,54.0,12.0,24.0,59.0,46.0,38.0,29.0,52.0,22.0,11.0,4.0,46.0,13.0,46.0,10.0,38.0,,603.0,,2022-01-24 18:48:09,abgebrochen,Teilnehmer,21.0,21.0,42.0,40.0,,66.0
260,,,base,interview,2022-01-24 14:46:34,18,weiblich,mit meinem*meiner Partner*in.,0,nicht erwerbstätig.,,Deutsch,der oberen Mittelschicht,der oberen Mittelschicht,7.0,8.0,8.0,Trifft eher nicht zu,Trifft eher zu,Trifft eher nicht zu,Trifft eher zu,Weder noch,Trifft voll und ganz zu,Trifft eher nicht zu,Trifft eher zu,Trifft eher nicht zu,6.0,6.0,,,GS,DE,WiSe 2021/22,DE,Einführungspraktikum A,ja,26,8.0,18,MS,November 2021,5.0,trifft voll zu,5.0,trifft voll zu,5.0,trifft zu,trifft zu,5.0,trifft zu,trifft zu,trifft zu,5.0,trifft zu,trifft voll und ganz zu,5.0,5.0,4.0,2.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,3.0,trifft voll zu,4.0,sehr häufig,sehr häufig,4.0,sehr häufig,5.0,sehr häufig,sehr häufig,5.0,nie,5.0,5.0,5.0,5.0,4.0,sehr häufig,sehr häufig,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,2.0,nie,nie,5.0,nie,5.0,nie,4.0,5.0,5.0,5.0,5.0,5.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,3.0,trifft gar nicht zu,trifft gar nicht zu,5.0,trifft voll und ganz zu,4.0,3.0,trifft gar nicht zu,5.0,4.0,5.0,5.0,4.0,,,,,,,2.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,sehr häufig,sehr häufig,sehr häufig,4.0,5.0,nie,4.0,5.0,5.0,4.0,5.0,2.0,sehr häufig,4.0,3.0,sehr häufig,2.0,nie,sehr häufig,2.0,sehr häufig,5.0,5.0,5.0,5.0,5.0,trifft voll und ganz zu,5.0,,trifft voll und ganz zu,6.0,15.0,33.0,12.0,38.0,12.0,45.0,52.0,20.0,31.0,44.0,39.0,30.0,48.0,23.0,62.0,28.0,32.0,48.0,49.0,,667.0,,2022-01-24 14:57:41,abgebrochen,Teilnehmer,21.0,21.0,2.0,1.0,,20.0
449,,,base,interview,2022-01-27 15:52:03,24,männlich,mit anderen Personen zusammen.,0,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der oberen Mittelschicht,7.0,7.0,8.0,Weder noch,Trifft eher zu,Weder noch,Trifft eher zu,Trifft eher nicht zu,Trifft eher zu,Trifft eher nicht zu,Trifft eher zu,Weder noch,6.0,6.0,,,GW,BU,WiSe 2019/20,BU,Fachpraktikum B,ja,45,10.0,4,"BMHS (z. B. HTL, HAK, ...)",Jänner 2022,5.0,5.0,4.0,4.0,trifft voll zu,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,J,F,,,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,,,,,,,,,,,,,,,,,,,4.0,2.0,sehr häufig,4.0,5.0,5.0,5.0,5.0,4.0,2.0,,,,,,,,,,,7.0,27.0,83.0,31.0,36.0,13.0,36.0,92.0,46.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,77.0,56.0,522.0,,2022-01-27 16:00:45,ausgefüllt,Teilnehmer,22.0,22.0,64.0,62.0,,238.0
365,,,base,interview,2022-01-25 08:02:53,27,weiblich,mit meinem*meiner Partner*in.,,erwerbstätig.,15,Deutsch,der oberen Mittelschicht,der oberen Mittelschicht,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,Trifft eher nicht zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher zu,Trifft eher zu,Trifft voll und ganz zu,Weder noch,Trifft voll und ganz zu,Trifft eher nicht zu,äußerst wichtig,äußerst wichtig,,,GS,DE,WiSe 2021/22,MA,Einführungspraktikum A,ja,20,5.0,15,MS,Dezember 2021,trifft voll zu,trifft voll zu,4.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,trifft gar nicht zu,4.0,4.0,3.0,3.0,2.0,4.0,trifft voll zu,2.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,W,D,10,B,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,18.0,27.0,8.0,24.0,13.0,27.0,52.0,45.0,38.0,40.0,33.0,5.0,5.0,5.0,13.0,3.0,14.0,3.0,3.0,25.0,405.0,,2022-01-25 08:09:38,ausgefüllt,Teilnehmer,22.0,22.0,51.0,49.0,,170.0
107,,,base,interview,2022-01-24 11:14:07,30,weiblich,mit meinem*meiner Partner*in.,0,erwerbstätig.,16,Deutsch,der oberen Mittelschicht,der oberen Mittelschicht,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,Trifft eher nicht zu,Trifft eher zu,Trifft überhaupt nicht zu,Trifft eher nicht zu,Trifft überhaupt nicht zu,Trifft eher zu,Trifft eher zu,Trifft eher zu,Trifft eher nicht zu,äußerst wichtig,äußerst wichtig,,,GTT,BE,WiSe 2020/21,MA,Einführungspraktikum A,ja,20,7.0,13,MS,November 2021,5.0,5.0,,,,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,5.0,,4.0,,trifft voll und ganz zu,,,,,trifft voll und ganz zu,,trifft gar nicht zu,trifft voll und ganz zu,,3.0,,,sehr häufig,sehr häufig,,5.0,,,,,,,,,,,,sehr häufig,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,2.0,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft gar nicht zu,,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,,4.0,3.0,2.0,3.0,,u,g,a,22,b,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,,,,,sehr häufig,sehr häufig,sehr häufig,4.0,,4.0,5.0,4.0,,,,,5.0,,4.0,2.0,sehr häufig,2.0,,,,,,,,,,,,,,,,,88.0,45.0,114.0,24.0,38.0,17.0,53.0,157.0,66.0,87.0,53.0,79.0,58.0,47.0,59.0,129.0,51.0,92.0,41.0,97.0,51.0,1363.0,,2022-01-24 11:38:15,ausgefüllt,Teilnehmer,22.0,22.0,48.0,46.0,,2.0
207,,,base,interview,2022-01-24 12:44:37,31,männlich,mit meinem*meiner Partner*in.,0,erwerbstätig.,9,Deutsch,der oberen Mittelschicht,der oberen Mittelschicht,7.0,7.0,7.0,Trifft eher nicht zu,Weder noch,Trifft eher nicht zu,Trifft eher zu,Weder noch,Trifft eher zu,Weder noch,Trifft voll und ganz zu,Trifft eher nicht zu,6.0,6.0,4.0,Kein Erweiterungsfach,INF,MA,WS 2015 oder früher,INF,Vertiefungspraktikum A,ja,47,13.0,14,"BMHS (z. B. HTL, HAK, ...)",Dezember 2021,4.0,5.0,2.0,4.0,5.0,5.0,4.0,trifft zu,5.0,trifft zu,trifft zu,trifft zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,5.0,3.0,2.0,5.0,5.0,2.0,5.0,trifft voll zu,trifft voll zu,3.0,2.0,4.0,3.0,nie,5.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft gar nicht zu,3.0,2.0,2.0,4.0,"Fragebogen zu lang.<br><br>Das Entwicklungsportfolio ist ein erfundenes Konstrukt, welches eine Belastung im Studium ist und wenig bis gar keinen Bezug zur Realiät hat. Es wird in über 500 Seiten Curriculum für dieses Studium mit keinem einzigen Wort erwähnt. Warum wird es dann gefordert?<br><br>Die Fachdidaktik in der Inforamtik auf der PHOÖ/PHDL wird fast ausschließlich von einer einzigen Person abgehalten und ist inhaltlich und didaktisch oft ausgesprochen minderqualitativ.",G,J,J,11,B,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,4.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,nie,2.0,nie,sehr häufig,nie,4.0,3.0,2.0,nie,3.0,5.0,4.0,5.0,nie,3.0,sehr häufig,nie,nie,nie,5.0,5.0,nie,4.0,5.0,5.0,3.0,5.0,4.0,5.0,18.0,47.0,21.0,61.0,9.0,102.0,94.0,58.0,116.0,81.0,82.0,156.0,7.0,5.0,126.0,28.0,83.0,73.0,99.0,259.0,1139.0,,2022-01-24 13:10:08,ausgefüllt,Teilnehmer,22.0,22.0,14.0,13.0,,40.0
188,,,base,interview,2022-01-24 12:33:13,,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,der Mittelschicht,der Mittelschicht,6.0,6.0,7.0,Trifft eher zu,Weder noch,Trifft eher nicht zu,Weder noch,Trifft eher zu,Trifft eher nicht zu,Weder noch,Trifft voll und ganz zu,Trifft eher nicht zu,äußerst wichtig,4.0,nicht wichtig,,PuP,EN,WiSe 2021/22,MA,Einführungspraktikum A,ja,20,3.0,0,MS,November 2021,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,trifft zu,trifft zu,4.0,4.0,5.0,5.0,trifft voll und ganz zu,4.0,5.0,4.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,2.0,5.0,,,,,sehr häufig,5.0,,sehr häufig,4.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,,,,5.0,sehr häufig,4.0,,5.0,,4.0,,3.0,4.0,3.0,,,3.0,,,trifft gar nicht zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,,M,F,J,19,B,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,4.0,4.0,3.0,3.0,5.0,sehr häufig,sehr häufig,5.0,sehr häufig,4.0,5.0,sehr häufig,sehr häufig,3.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,nie,sehr häufig,nie,nie,sehr häufig,nie,2.0,sehr häufig,nie,sehr häufig,sehr häufig,sehr häufig,sehr häufig,,,,,,,8.0,38.0,73.0,25.0,54.0,18.0,65.0,117.0,79.0,73.0,22.0,41.0,10.0,38.0,46.0,88.0,33.0,79.0,43.0,79.0,50.0,1079.0,,2022-01-24 12:51:12,ausgefüllt,Teilnehmer,22.0,22.0,31.0,29.0,1.0,16.0
167,,,base,interview,2022-01-24 12:23:40,18,männlich,bei meinen Eltern.,0,nicht erwerbstätig.,,Deutsch,der Oberschicht,der Oberschicht,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,Trifft eher zu,Trifft eher zu,Trifft eher nicht zu,Weder noch,Trifft eher nicht zu,Trifft eher zu,Trifft eher nicht zu,Trifft voll und ganz zu,Trifft eher zu,äußerst wichtig,6.0,,,GW,EN,WiSe 2021/22,,Einführungspraktikum A,ja,20,5.0,,MS,Dezember 2021,trifft voll zu,trifft voll zu,4.0,4.0,4.0,trifft zu,trifft zu,5.0,trifft zu,trifft zu,trifft zu,trifft zu,3.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,5.0,4.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll zu,trifft voll zu,trifft voll zu,nie,sehr häufig,5.0,4.0,,4.0,3.0,4.0,5.0,,,,,,4.0,,,,,,,,4.0,,,3.0,,3.0,4.0,,2.0,,,,,,,3.0,4.0,,,,,4.0,4.0,4.0,4.0,4.0,,4.0,2.0,4.0,2.0,,,trifft voll und ganz zu,4.0,trifft voll und ganz zu,5.0,,D,W,L,30,B,0.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,sehr häufig,5.0,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,5.0,4.0,4.0,4.0,5.0,sehr häufig,3.0,,4.0,sehr häufig,sehr häufig,sehr häufig,4.0,5.0,5.0,sehr häufig,sehr häufig,5.0,sehr häufig,5.0,5.0,5.0,sehr häufig,5.0,5.0,3.0,3.0,4.0,trifft gar nicht zu,2.0,4.0,3.0,25.0,37.0,49.0,36.0,11.0,34.0,22383.0,30.0,45.0,78.0,45.0,39.0,70.0,24.0,78.0,22.0,64.0,63.0,89.0,34.0,926.0,,2022-01-24 18:51:19,ausgefüllt,Teilnehmer,22.0,22.0,22.0,19.0,,9.0
