CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,D001_01,D002,D015,D014,D016,D017_01,D018,PS17_01,PS17_02,PS17_03,PS16,PS15,PS14,PS13,PS12,PS11,PS11_05,PS11_01,PS11_02,PS11_03,PS11_04,PS10,PS09,PS08_01,PS07,PS06,PS04_01,PS19_01,PS20_01,PS03,PS02_01,PS18,KO01_01,KO01_02,KO01_03,KO01_04,KO01_05,F008_06,F008_03,F008_05,F008_07,F008_08,F004_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP04_01,PP04_02,PP04_03,PP04_04,PP06_01,PP06_02,PP06_03,PP06_04,PP05_01,PP05_02,PP05_03,PP05_04,PP05_05,PP08_01,PP08_02,PP08_03,LG01_01,LG01_02,LG01_03,LG01_04,LG01_05,LG01_06,LG01_07,LG01_08,LG01_09,LG01_10,LG13_25,LG13_11,LG13_23,LG13_12,LG13_14,LG13_29,LG13_24,LG13_13,LG13_15,LG13_20,LG15_32,LG15_33,LG15_30,LG15_31,LG15_28,LG15_27,LG15_16,LG15_17,VP01_01,VP01_02,VP01_03,VP01_04,VP01_05,VP01_06,VP01_07,VP01_08,VP01_09,VP01_10,VP01_11,VP01_12,VP01_13,VP01_14,VP02_01,VP02_02,VP02_03,VP02_04,VP02_05,VP02_06,VP02_07,VP02_08,VP02_09,VP02_10,VP02_11,VP02_12,VP03_01,VP03_02,VP03_03,VP03_04,VP03_05,VP03_06,VP03_07,VP03_08,VP03_09,VP03_10,VP03_11,VP03_12,VP03_13,VP03_14,VP03_15,VP03_16,VP04_01,VP04_02,VP04_03,VP04_04,VP04_05,VP04_06,VP04_07,FP01_01,FP01_02,FP01_03,FP01_04,FP01_05,FP01_06,FP01_07,FP01_08,FP01_09,FP01_10,FP01_11,FP01_12,FP01_13,FP02_01,FP02_02,FP02_03,FP02_04,FP02_05,FP02_06,FP02_07,FP02_08,FP02_09,FP02_10,FP02_11,FP02_12,FP02_13,FP02_14,FP02_15,FP02_16,FP02_17,FP02_18,FP02_19,FP02_20,FP03_01,FP03_02,FP03_03,FP03_04,FP03_05,FP03_06,FP03_07,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,CV22_01,CV22_02,CV22_03,CV22_04,CV22_05,CV22_06,CV22_07,CV22_08,CV22_09,CV22_10,CV22_11,CV22_12,CV25_01,CV26_01,CV27_01,CV27_02,CV27_03,CV27_04,CV27_05,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME017,TIME018,TIME019,TIME020,TIME021,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,filter_$
741,,,base,interview,2021-06-29 23:00:51,25,männlich,mit meinem*meiner Parnter*in.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,GW,GS,6,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,ja,,,,,50.0,4.0,10.0,AHS,4,Mai 2021,3.0,3.0,trifft voll zu,3.0,trifft voll zu,trifft zu,trifft zu,trifft eher nicht zu,trifft eher zu,teils/teils,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft gar nicht zu,3.0,2.0,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,nie,nie,3.0,sehr häufig,sehr häufig,3.0,5.0,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,sehr häufig,sehr häufig,nie,5.0,nie,4.0,5.0,5.0,3.0,4.0,4.0,2.0,nie,nie,sehr häufig,4.0,3.0,2.0,sehr häufig,4.0,sehr häufig,nie,nie,5.0,5.0,sehr häufig,nie,nie,nie,nie,sehr häufig,nie,sehr häufig,5.0,sehr häufig,4.0,nie,2.0,2.0,3.0,5.0,sehr häufig,2.0,4.0,4.0,4.0,sehr häufig,5.0,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,teils/teils,trifft nicht zu,teils/teils,trifft nicht zu,trifft eher nicht zu,teils/teils,trifft zu,teils/teils,trifft zu,trifft zu,trifft eher zu,trifft eher nicht zu,"Bitte reduziert die Hospitationsstunden! Ich unterrichte lieber fünf oder zehn UE mehr, als zu hospitieren. Denn spätestens nach dem zweiten Praktikum (müsste Einführungspraktikum B oder so sein), ist es mMn (und der meiner KollegInnen) ""nervend"" 25 EH zu hospitieren. Hierbei reichen 10 EH locker und den Rest kann man ja unterrichten, denn hierbei lernte ich am allermeisten.<br><br>Jedoch möchte ich die BW-Fächer und FD-Fächer nicht hinsichtlich ihrer Relevanz schmälern, diese geben einen im überragenen Sinne ""Hammer und Nägel"" für das Grundgerüst welches man sich im Studium aufbaut. Das Praktikum aber, oder besser gesagt das eigene unterrichten, ist die Zeit, in der man sich sein ""Grundgerüst zusammenhämmert"".",Danke für die Möglichkeit zur Evaluation :),C,D,N,1,G,4.0,30.0,27.0,,40.0,32.0,31.0,40.0,43.0,62.0,46.0,89.0,67.0,61.0,169.0,,,,71.0,560.0,854.0,,2021-06-29 23:23:43,ausgefüllt,Teilnehmer,21.0,21.0,2.0,1.0,,12.0,Selected
452,,,base,interview,2021-06-17 09:00:59,25,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,GS,DE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,25.0,10.0,3.0,MS,1,Juni 2021,3.0,3.0,3.0,trifft voll zu,3.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,5.0,3.0,nie,5.0,5.0,sehr häufig,sehr häufig,5.0,sehr häufig,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,trifft voll zu,teils/teils,trifft nicht zu,trifft zu,trifft eher nicht zu,trifft zu,trifft zu,teils/teils,trifft zu,teils/teils,trifft eher nicht zu,teils/teils,trifft eher nicht zu,,,G,C,L,04,G,26.0,28.0,41.0,,56.0,27.0,23.0,47.0,25.0,59.0,102.0,,,,,,,,52.0,27.0,513.0,,2021-06-17 09:09:32,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,11.0,Not Selected
190,,,base,interview,2021-06-15 09:57:19,25,weiblich,mit meinem*meiner Parnter*in.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,EN,GS,4,nein,1.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,50.0,20.0,8.0,AHS,1,April 2021,3.0,3.0,2.0,3.0,3.0,trifft zu,trifft eher zu,teils/teils,trifft zu,teils/teils,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,sehr häufig,sehr häufig,4.0,5.0,5.0,3.0,5.0,sehr häufig,4.0,nie,nie,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,sehr häufig,4.0,5.0,2.0,2.0,3.0,5.0,4.0,nie,nie,nie,nie,4.0,4.0,3.0,nie,2.0,nie,nie,sehr häufig,sehr häufig,sehr häufig,4.0,nie,nie,sehr häufig,sehr häufig,sehr häufig,sehr häufig,3.0,sehr häufig,3.0,4.0,4.0,nie,sehr häufig,sehr häufig,nie,sehr häufig,nie,3.0,nie,3.0,3.0,sehr häufig,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft nicht zu,trifft nicht zu,trifft eher zu,trifft nicht zu,trifft zu,trifft eher zu,trifft zu,trifft eher zu,trifft eher nicht zu,trifft zu,teils/teils,trifft zu,,,U,K,M,13,G,3.0,26.0,42.0,,43.0,31.0,52.0,49.0,28.0,72.0,159.0,,,,,83.0,35.0,67.0,47.0,58.0,795.0,,2021-06-15 10:10:35,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,7.0,Not Selected
485,,,base,interview,2021-06-17 13:07:33,25,weiblich,bei meinen Eltern.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,PuP,BU,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ja,,,,,56.0,22.0,11.0,"BMHS (z. B. HTL, HAK, ...)",2,April 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft eher zu,trifft eher zu,trifft zu,trifft zu,trifft zu,Gute Arbeit,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,5.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,5.0,5.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,teils/teils,trifft nicht zu,teils/teils,trifft nicht zu,trifft zu,trifft zu,trifft eher zu,trifft zu,teils/teils,teils/teils,trifft eher nicht zu,teils/teils,,,S,H,L,11,G,13.0,32.0,34.0,,146.0,25.0,48.0,40.0,46.0,84.0,78.0,57.0,101.0,42.0,92.0,,,,60.0,47.0,945.0,,2021-06-17 13:23:18,ausgefüllt,Teilnehmer,21.0,21.0,3.0,1.0,,7.0,Selected
684,,,base,interview,2021-06-24 08:06:30,25,männlich,mit anderen Personen zusammen.,,nicht erwerbstätig.,,Deutsch,5.0,6.0,,,GS,DE,6,nein,1.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,28.0,7.0,4.0,AHS,1,Juni 2021,3.0,3.0,3.0,3.0,3.0,trifft eher zu,trifft zu,teils/teils,trifft eher nicht zu,teils/teils,"Warum die Abgabefrist nicht nach hinten versetzen? Mitte Juni scheint mir etwas zu früh, außerdem läuft die Schule bis Ende Juni. Ist aber nur eine Anmerkung, keine Beschwerde.",trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,4.0,3.0,nie,nie,2.0,nie,nie,2.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,nie,nie,3.0,nie,4.0,2.0,4.0,nie,2.0,2.0,4.0,4.0,2.0,4.0,nie,nie,4.0,nie,nie,nie,nie,4.0,4.0,2.0,2.0,5.0,4.0,5.0,nie,5.0,nie,2.0,nie,2.0,nie,4.0,trifft gar nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,2.0,teils/teils,trifft eher nicht zu,trifft eher zu,trifft nicht zu,teils/teils,trifft eher zu,trifft eher zu,trifft eher zu,teils/teils,teils/teils,trifft nicht zu,teils/teils,,,R,H,V,15,G,8.0,66.0,63.0,,54.0,29.0,173.0,66.0,38.0,94.0,127.0,,,,,116.0,41.0,57.0,57.0,40.0,1029.0,,2021-06-24 08:23:40,ausgefüllt,Teilnehmer,21.0,21.0,3.0,1.0,,1.0,Not Selected
498,,,base,interview,2021-06-17 16:31:53,25,männlich,alleine.,,während des ganzen Semesters erwerbstätig.,22,Deutsch,äußerst wichtig,äußerst wichtig,,,BU,MA,2,ja,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,22.0,2.0,2.0,AHS,2,Juni 2021,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft zu,trifft eher zu,teils/teils,trifft zu,teils/teils,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,sehr häufig,4.0,3.0,5.0,5.0,sehr häufig,2.0,5.0,3.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,5.0,5.0,5.0,2.0,3.0,trifft voll zu,trifft eher nicht zu,trifft nicht zu,trifft eher zu,trifft nicht zu,trifft zu,trifft zu,teils/teils,trifft zu,trifft eher zu,trifft eher zu,trifft zu,teils/teils,,,M,R,S,1,G,6.0,44.0,107.0,,111.0,77.0,33.0,75.0,78.0,122.0,182.0,,,,,,,,81.0,43.0,959.0,,2021-06-17 16:47:52,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,0.0,Not Selected
539,,,base,interview,2021-06-20 11:06:07,25,weiblich,mit meinem*meiner Parnter*in.,,gelegentlich während des Semesters erwerbstätig.,2,Deutsch,5.0,äußerst wichtig,,,MA,GS,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ja,,,,,75.0,13.0,15.0,MS,2,April 2021,2.0,3.0,trifft gar nicht zu,3.0,2.0,trifft eher zu,trifft eher zu,trifft eher nicht zu,teils/teils,trifft zu,,3.0,2.0,3.0,2.0,trifft gar nicht zu,2.0,2.0,trifft voll zu,3.0,2.0,3.0,3.0,trifft voll zu,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,trifft gar nicht zu,5.0,nie,nie,nie,4.0,2.0,nie,4.0,4.0,nie,4.0,2.0,nie,nie,2.0,nie,nie,nie,nie,nie,2.0,2.0,nie,nie,nie,nie,nie,nie,4.0,sehr häufig,3.0,3.0,2.0,4.0,nie,nie,3.0,nie,5.0,5.0,3.0,nie,5.0,4.0,2.0,2.0,2.0,2.0,sehr häufig,3.0,nie,4.0,5.0,sehr häufig,nie,nie,nie,nie,4.0,nie,3.0,nie,sehr häufig,nie,nie,nie,nie,nie,nie,sehr häufig,nie,nie,5.0,nie,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,sehr häufig,3.0,2.0,nie,sehr häufig,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft nicht zu,trifft nicht zu,trifft eher zu,trifft nicht zu,teils/teils,trifft nicht zu,teils/teils,trifft eher nicht zu,trifft zu,teils/teils,trifft eher zu,trifft eher nicht zu,,,E,T,B,28,G,4.0,31.0,53.0,,73.0,21.0,20.0,33.0,24.0,44.0,59.0,48.0,49.0,40.0,141.0,,,,35.0,18.0,693.0,,2021-06-20 11:17:40,ausgefüllt,Teilnehmer,21.0,21.0,3.0,0.0,,26.0,Selected
463,,,base,interview,2021-06-17 09:01:23,25,weiblich,mit meinem*meiner Parnter*in.,,nicht erwerbstätig.,8,Deutsch,äußerst wichtig,äußerst wichtig,,,GS,DE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,25.0,10.0,2.0,AHS,3,Mai 2021,3.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft eher zu,trifft eher zu,teils/teils,trifft zu,trifft zu,"Es war nur eine Einheit, bei der ich selbst unterrichett habe. Leider war dies Angabe bei dem Fragebogen nicht möglich.",trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,sehr häufig,3.0,nie,5.0,5.0,4.0,5.0,5.0,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,teils/teils,trifft nicht zu,trifft eher zu,trifft eher zu,teils/teils,trifft eher nicht zu,teils/teils,teils/teils,,,A,M,T,30,B,10.0,63.0,57.0,,268.0,49.0,105.0,49.0,38.0,68.0,125.0,,,,,,,,83.0,40.0,955.0,,2021-06-17 09:17:18,ausgefüllt,Teilnehmer,21.0,21.0,3.0,0.0,,1.0,Not Selected
303,,,base,interview,2021-06-15 13:06:15,25,männlich,mit anderen Personen zusammen.,,nicht erwerbstätig.,0,Deutsch,äußerst wichtig,äußerst wichtig,,,PuP,BU,8,ja,1.0,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,ja,,,,,51.0,10.0,11.0,AHS,2,Mai 2021,trifft voll zu,trifft voll zu,3.0,3.0,3.0,trifft zu,trifft zu,trifft zu,trifft eher zu,trifft eher nicht zu,,2.0,2.0,3.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,2.0,trifft voll zu,3.0,3.0,3.0,3.0,2.0,trifft gar nicht zu,2.0,3.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,nie,sehr häufig,5.0,5.0,4.0,3.0,sehr häufig,4.0,nie,nie,4.0,5.0,nie,nie,nie,nie,nie,nie,nie,nie,2.0,3.0,3.0,nie,nie,nie,nie,nie,sehr häufig,sehr häufig,sehr häufig,sehr häufig,2.0,2.0,sehr häufig,sehr häufig,nie,5.0,5.0,sehr häufig,4.0,nie,sehr häufig,sehr häufig,nie,nie,5.0,5.0,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,4.0,nie,sehr häufig,nie,nie,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,4.0,sehr häufig,nie,nie,5.0,sehr häufig,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,5.0,nie,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,sehr häufig,5.0,trifft voll zu,trifft voll zu,5.0,5.0,trifft voll zu,trifft eher zu,teils/teils,trifft eher zu,trifft nicht zu,trifft zu,trifft zu,teils/teils,trifft zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,,,S,A,B,14,B,9.0,32.0,37.0,,77.0,43.0,145.0,83.0,86.0,88.0,148.0,129.0,93.0,70.0,129.0,,,,58.0,35.0,1262.0,,2021-06-15 13:27:17,ausgefüllt,Teilnehmer,21.0,21.0,3.0,0.0,,1.0,Selected
114,,,base,interview,2021-06-15 08:25:19,25,männlich,mit anderen Personen zusammen.,,während des ganzen Semesters erwerbstätig.,5,Deutsch,5.0,äußerst wichtig,,,PH,MA,8,nein,1.0,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ja,,,,,66.0,10.0,13.0,AHS,2,Mai 2021,3.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft zu,trifft zu,trifft eher zu,teils/teils,trifft eher zu,,trifft voll zu,trifft voll zu,trifft voll zu,3.0,2.0,3.0,3.0,trifft voll zu,trifft voll zu,2.0,trifft voll zu,2.0,3.0,trifft voll zu,2.0,2.0,3.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,3.0,nie,nie,3.0,5.0,nie,4.0,5.0,4.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,nie,nie,nie,nie,3.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,sehr häufig,sehr häufig,5.0,5.0,2.0,4.0,5.0,3.0,sehr häufig,sehr häufig,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft nicht zu,trifft nicht zu,teils/teils,teils/teils,teils/teils,trifft eher zu,trifft eher zu,trifft eher zu,trifft eher zu,,Evtl. auch kurze (!!) Texte allgemein als Feedback formulieren lassen.,B,H,R,19,B,33.0,576.0,91.0,,113.0,45.0,117.0,84.0,67.0,190.0,284.0,230.0,124.0,102.0,279.0,,,,69.0,100.0,1790.0,,2021-06-15 09:07:03,ausgefüllt,Teilnehmer,21.0,21.0,2.0,0.0,,0.0,Selected
231,,,base,interview,2021-06-15 10:27:22,26,weiblich,mit anderen Personen zusammen.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,GW,EN,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,22.0,6.0,3.0,MS,3,April 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft eher zu,trifft eher zu,teils/teils,trifft eher nicht zu,trifft eher nicht zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,4.0,5.0,nie,5.0,4.0,5.0,sehr häufig,5.0,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,nie,nie,nie,5.0,trifft voll zu,4.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,teils/teils,trifft nicht zu,trifft zu,trifft nicht zu,teils/teils,trifft eher zu,trifft eher zu,trifft nicht zu,teils/teils,trifft zu,trifft eher nicht zu,,,,G,H,V,14,G,2.0,28.0,49.0,,103.0,57.0,32.0,25.0,47.0,74.0,119.0,,,,,,,,80.0,27.0,643.0,,2021-06-15 10:38:05,ausgefüllt,Teilnehmer,21.0,21.0,6.0,2.0,,14.0,Not Selected
144,,,base,interview,2021-06-15 09:17:31,26,männlich,mit meinem*meiner Parnter*in.,,während des ganzen Semesters erwerbstätig.,10,Deutsch,äußerst wichtig,äußerst wichtig,,,GS,GW,2,ja,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,5.0,2.0,"BMHS (z. B. HTL, HAK, ...)",3,Mai 2021,3.0,3.0,3.0,3.0,trifft voll zu,trifft eher zu,trifft eher zu,trifft zu,trifft eher zu,teils/teils,,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,3.0,2.0,trifft voll zu,3.0,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,,5.0,5.0,sehr häufig,2.0,4.0,5.0,5.0,5.0,4.0,nie,3.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,sehr häufig,sehr häufig,4.0,5.0,sehr häufig,5.0,5.0,trifft voll zu,5.0,5.0,4.0,trifft nicht zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft nicht zu,trifft eher nicht zu,teils/teils,teils/teils,trifft eher zu,trifft eher nicht zu,trifft eher zu,trifft zu,,,I,P,M,18,B,3.0,22.0,25.0,,32.0,17.0,23.0,37.0,24.0,44.0,104.0,,,,,,,,45.0,28.0,404.0,,2021-06-15 09:24:15,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,27.0,Not Selected
