CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,SC01,SD01_01,SD02,SD03_01,SD04,SD05,SD06,SD08_01,SD08_02,SD08_03,SD08_04,SD08_05,SD08_06,SD08_07,SD09,LV03_01,SW01_01,SW01_02,SW01_03,SW01_04,SW01_05,RS01_01,RS01_02,RS01_03,RS01_04,RS01_05,RS01_06,RS01_07,RS01_08,RS01_09,RS01_10,RS01_11,RS01_12,RS01_13,BE01_01,BE01_02,BE01_03,BE01_04,BE01_05,BE01_06,BE01_07,BE01_08,BE01_09,BE01_10,BE01_11,BE01_12,BE02_01,BE02_02,BE02_03,BE02_04,BE02_05,BE02_06,BE02_07,BL01_01,BL01_02,BL01_03,BL01_04,BL03_01,BL03_02,BL03_03,BL03_04,BL03_05,BL03_06,BL03_07,BL03_08,EN01_01,CO01_01,SC03,SC04,SD10,LV01_01,LV02,IP01,IP06_01,IP06_02,IP06_03,IP06_04,IP06_05,BE03_01,BL02_01,BL02_02,BL02_03,BL02_04,BL04_01,BL04_02,BL04_03,BL04_04,BL04_05,BL04_06,BL04_07,BL04_08,BL04_09,SD07_01,IP02_01,IP02_02,IP02_03,IP02_04,IP02_05,IP02_06,IP03_01,IP04,IP05_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP01_08,PP01_09,PP01_10,PP02_01,PP02_02,PP02_03,PP02_04,PP02_05,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP01_07,TP03_01,TP03_02,TP03_03,TP03_04,TP03_05,BL05_01,BL05_02,BL05_03,BL05_04,BL05_05,BL05_06,BL05_07,BL05_08,BL05_09,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,TP02_07,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME_SUM,MAILSENT,LASTDATA
734,,,base,interview,2023-05-16 16:30:17,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,0.77,1.0,Ja,19.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,nein,28.0,3.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,6.0,ja Ich stimme völlig zu,6.0,5.0,5.0,6.0,6.0,ja Ich stimme völlig zu,6.0,5.0,5.0,5.0,5.0,4.0,5.0,trifft voll und ganz zu,5.0,5.0,3.0,4.0,3.0,3.0,2.0,trifft zu,trifft nicht zu,trifft zu,3.0,3.0,3.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,"Einige INhalte können gekürzt werden - mehr LVs mit Praxisbezug wären nötig - wie man richtig handeln kann, Unterrichtsmethoden,...",CRM09B,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,18.0,11.0,6.0,16.0,25.0,,21.0,19.0,,,11.0,,,,,42.0,,,59.0,78.0,29.0,,,,25.0,,30.0,,55.0,37.0,20.0,523.0,,2023-05-16 16:39:01
766,,,base,interview,2023-05-17 11:13:47,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,0.71,3.0,Ja,19.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,nein,28.0,trifft gar nicht zu,trifft gar nicht zu,2.0,5.0,4.0,ja Ich stimme völlig zu,4.0,2.0,2.0,4.0,2.0,6.0,6.0,5.0,6.0,4.0,6.0,ja Ich stimme völlig zu,5.0,5.0,5.0,3.0,trifft voll und ganz zu,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,trifft zu,2.0,trifft zu,trifft zu,3.0,3.0,3.0,5.0,2.0,5.0,4.0,stimme vollständig zu,3.0,4.0,stimme vollständig zu,3.0,3.0,2.0,,ASH20B,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,178.0,11.0,9.0,17.0,8.0,,79.0,34.0,,,121.0,,,,,29.0,,,65.0,78.0,26.0,,,,22.0,,47.0,,5.0,75.0,17.0,550.0,,2023-05-17 11:29:18
901,,,base,interview,2023-05-24 10:42:06,ausgefüllt,Teilnehmer,32.0,32.0,6.0,4.0,0.57,0.0,Ja,19.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,,,,,ja,28.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,6.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,4.0,4.0,3.0,4.0,3.0,3.0,trifft nicht zu,trifft zu,trifft zu,3.0,3.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,3.0,4.0,,GAA12G,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,trifft zu,trifft zu,,,,,,,,26.0,9.0,19.0,21.0,61.0,16.0,,33.0,13.0,,,32.0,,,,,104.0,79.0,35.0,111.0,131.0,53.0,,51.0,41.0,40.0,,117.0,49.0,6.0,46.0,30.0,1123.0,,2023-05-24 11:00:49
924,,,base,interview,2023-05-24 10:44:43,ausgefüllt,Teilnehmer,32.0,32.0,2.0,1.0,0.82,4.0,Ja,20.0,männlich,,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),SoSe 2023,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,28.0,trifft voll zu,trifft voll zu,3.0,4.0,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,ja Ich stimme völlig zu,6.0,6.0,4.0,5.0,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,3.0,2.0,trifft gar nicht zu,2.0,2.0,3.0,trifft gar nicht zu,trifft gar nicht zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft zu,trifft zu,2.0,trifft zu,3.0,trifft zu,trifft zu,4.0,4.0,trifft gar nicht zu,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,stimme vollständig zu,stimme vollständig zu,,RJJ24G,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,3.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,,,,,,,34.0,25.0,9.0,6.0,23.0,8.0,,21.0,9.0,,,9.0,,,,,130.0,98.0,37.0,103.0,99.0,53.0,,34.0,41.0,32.0,,32.0,29.0,4.0,29.0,28.0,893.0,,2023-05-24 10:59:36
755,,,base,interview,2023-05-17 10:40:22,ausgefüllt,Teilnehmer,32.0,32.0,4.0,3.0,0.77,1.0,Ja,22.0,weiblich,,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,ja,27.5,5.0,trifft voll zu,4.0,4.0,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,6.0,5.0,5.0,ja Ich stimme völlig zu,6.0,5.0,5.0,ja Ich stimme völlig zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,4.0,4.0,trifft voll und ganz zu,3.0,2.0,2.0,3.0,4.0,3.0,trifft zu,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,2.0,4.0,,AJC30g,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,4.0,4.0,5.0,5.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,3.0,trifft zu,,,,,,,,195.0,9.0,9.0,5.0,31.0,12.0,,15.0,8.0,,,446.0,,,,,103.0,56.0,38.0,79.0,126.0,29.0,,62.0,27.0,20.0,,41.0,31.0,8.0,56.0,19.0,805.0,,2023-05-17 11:04:07
460,,,base,interview,2023-05-10 08:54:18,ausgefüllt,Teilnehmer,32.0,32.0,7.0,6.0,0.9,4.0,Ja,33.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,,,,,nein,27.0,5.0,4.0,2.0,5.0,4.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,3.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,4.0,ja Ich stimme völlig zu,6.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,trifft zu,2.0,5.0,5.0,5.0,trifft voll und ganz zu,3.0,3.0,4.0,4.0,4.0,stimme gar nicht zu,3.0,4.0,Leider wurde mir sehr schnell klar das das Studium unnötig in die länge gezogen wird um die 4 jahre bachelor mit irgendwelchen Themen auszufüllen. Oftmals sind Themen/ Stoffe im Studium relevant die niemals in einer Schule zur Praxis benötigt werden.,HWP19B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,7.0,6.0,12.0,17.0,,14.0,11.0,,,7.0,,,,,41.0,,,74.0,69.0,39.0,,,,28.0,,46.0,,219.0,36.0,30.0,458.0,,2023-05-10 09:05:29
542,,,base,interview,2023-05-11 10:57:51,ausgefüllt,Teilnehmer,32.0,32.0,5.0,3.0,1.13,12.0,Ja,24.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2021/22,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,,,,ja,27.0,5.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,5.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,4.0,5.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,5.0,4.0,5.0,5.0,5.0,4.0,2.0,trifft zu,3.0,trifft zu,3.0,trifft zu,2.0,4.0,4.0,3.0,2.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,4.0,4.0,4.0,,CJM19B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,3.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,2.0,trifft zu,2.0,2.0,trifft nicht zu,,,,,,,,15.0,7.0,5.0,11.0,15.0,4.0,,10.0,9.0,,,6.0,,,,,32.0,79.0,22.0,50.0,72.0,37.0,,51.0,21.0,27.0,,51.0,44.0,3.0,33.0,19.0,623.0,,2023-05-11 11:08:14
517,,,base,interview,2023-05-11 09:05:20,ausgefüllt,Teilnehmer,32.0,32.0,5.0,4.0,0.97,6.0,Ja,30.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,,,,,ja,26.0,trifft voll zu,5.0,5.0,5.0,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,5.0,4.0,5.0,5.0,5.0,trifft voll und ganz zu,3.0,3.0,4.0,2.0,4.0,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,3.0,trifft zu,trifft nicht zu,5.0,3.0,trifft voll und ganz zu,trifft voll und ganz zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,4.0,2.0,"Das Studium ist zu 95% völlig sinnlos!!!!! aufgebaut, würde ich nicht wirklich Lehrkraft werden wollen hätte ich schon längst aufgehört!!!",EJP04G,Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,trifft gar nicht zu,2.0,2.0,2.0,trifft gar nicht zu,3.0,2.0,2.0,4.0,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,4.0,2.0,2.0,trifft gar nicht zu,2.0,4.0,5.0,5.0,5.0,trifft zu,trifft zu,trifft zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft nicht zu,3.0,,,,,,,,8.0,8.0,7.0,8.0,16.0,13.0,,11.0,12.0,,,42.0,,,,,29.0,51.0,24.0,39.0,78.0,28.0,,34.0,22.0,19.0,,43.0,45.0,75.0,40.0,20.0,672.0,,2023-05-11 09:16:33
216,,,base,interview,2023-05-08 16:21:04,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,1.12,11.0,Ja,25.0,weiblich,0.0,Master Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,durch Anerkennung von Unterichtstätigkeit,nein,26.0,2.0,3.0,2.0,4.0,2.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,trifft zu,2.0,trifft zu,3.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,,VWS11B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,6.0,5.0,4.0,20.0,5.0,,14.0,5.0,,,104.0,,,,,28.0,,,52.0,143.0,23.0,,,,17.0,,33.0,,5.0,29.0,15.0,436.0,,2023-05-08 16:29:54
1096,,,base,interview,2023-05-25 10:39:10,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,1.21,14.0,Ja,24.0,weiblich,0.0,Master Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,nein,26.0,2.0,2.0,3.0,3.0,4.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,4.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,4.0,2.0,2.0,2.0,2.0,trifft zu,3.0,trifft zu,2.0,trifft zu,3.0,4.0,3.0,trifft voll und ganz zu,2.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme gar nicht zu,3.0,,CFA01B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,6.0,7.0,4.0,15.0,5.0,,15.0,5.0,,,10.0,,,,,25.0,,,39.0,49.0,22.0,,,,22.0,,25.0,,35.0,25.0,18.0,342.0,,2023-05-25 10:44:52
199,,,base,interview,2023-05-08 16:18:03,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,0.69,0.0,Ja,22.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2020/21,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,nein,26.0,3.0,3.0,4.0,4.0,3.0,6.0,6.0,2.0,4.0,3.0,5.0,5.0,3.0,ja Ich stimme völlig zu,6.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,4.0,3.0,2.0,2.0,trifft nicht zu,3.0,trifft nicht zu,trifft zu,2.0,trifft zu,2.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,3.0,4.0,4.0,4.0,3.0,stimme vollständig zu,,MSM01B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,7.0,13.0,6.0,50.0,10.0,,18.0,8.0,,,166.0,,,,,41.0,,,81.0,87.0,36.0,,,,30.0,,38.0,,55.0,73.0,28.0,611.0,,2023-05-08 16:30:50
904,,,base,interview,2023-05-24 10:42:15,ausgefüllt,Teilnehmer,32.0,32.0,5.0,4.0,0.77,2.0,Ja,21.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,,,,,,ja,26.0,trifft voll zu,trifft voll zu,5.0,5.0,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,5.0,ja Ich stimme völlig zu,4.0,4.0,5.0,4.0,trifft voll und ganz zu,3.0,4.0,3.0,4.0,4.0,3.0,5.0,2.0,trifft zu,trifft nicht zu,trifft zu,trifft zu,3.0,2.0,4.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,4.0,4.0,-,Krl12g,Eher Ja,"Manchmal habe ich irgendetwas geklickt, weil ich unmotiviert war oder mich einfach nicht ausgekannt habe.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,2.0,4.0,3.0,trifft gar nicht zu,2.0,2.0,2.0,2.0,2.0,2.0,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,trifft zu,trifft zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,3.0,3.0,,,,,,,,43.0,7.0,11.0,6.0,39.0,10.0,,127.0,5.0,,,9.0,,,,,42.0,94.0,29.0,44.0,92.0,36.0,,33.0,69.0,58.0,,76.0,34.0,13.0,41.0,32.0,840.0,,2023-05-24 10:58:05
1130,,,base,interview,2023-05-25 23:04:33,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,1.16,13.0,Ja,20.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,26.0,5.0,5.0,5.0,4.0,5.0,6.0,ja Ich stimme völlig zu,6.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,5.0,ja Ich stimme völlig zu,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,trifft nicht zu,3.0,3.0,trifft zu,2.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,stimme vollständig zu,3.0,.,HCE28B,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,trifft nicht zu,2.0,2.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,9.0,11.0,8.0,3.0,8.0,4.0,,12.0,4.0,,,6.0,,,,,27.0,41.0,30.0,44.0,88.0,27.0,,61.0,53.0,35.0,,41.0,46.0,6.0,48.0,24.0,636.0,,2023-05-25 23:15:09
560,,,base,interview,2023-05-11 14:05:30,ausgefüllt,Teilnehmer,32.0,32.0,2.0,1.0,1.37,24.0,Ja,18.0,weiblich,,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),SoSe 2023,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,26.0,trifft voll zu,4.0,4.0,trifft voll zu,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,5.0,4.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,4.0,2.0,5.0,4.0,4.0,trifft gar nicht zu,4.0,5.0,5.0,trifft voll und ganz zu,4.0,trifft nicht zu,trifft zu,3.0,trifft zu,trifft nicht zu,trifft zu,trifft nicht zu,2.0,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,stimme vollständig zu,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme gar nicht zu,stimme vollständig zu,,NBS14B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,4.0,4.0,5.0,trifft voll und ganz zu,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,trifft voll und ganz zu,5.0,3.0,4.0,5.0,5.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,3.0,trifft zu,trifft zu,3.0,3.0,3.0,2.0,3.0,trifft zu,,,,,,,,18.0,7.0,6.0,4.0,6066.0,7.0,,23.0,4.0,,,5.0,,,,,105.0,69.0,27.0,34.0,54.0,20.0,,27.0,10.0,17.0,,22.0,30.0,2.0,26.0,11.0,543.0,,2023-05-11 15:55:24
